[System]
-- specify system name
Name: f21

[Parameter]
-- general syntax is parameter_name : value1, value2, ...
Data_length (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
Reference_Type (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
File_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_length (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_data (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027, 1028, 1029, 1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1455, 1456, 1457, 1458, 1459, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 4091, 4092, 4093, 4094, 4095, 4096, 4097, 4098, 4099, 4100, 4101, 5000, 8187, 8188, 8189, 8190, 8191, 8192, 8193, 8194, 8195, 8196, 8197, 10000, 16379, 16380, 16381, 16382, 16383, 16384, 16385, 16386, 16387, 16388, 16389, 20000, 32763, 32764, 32765, 32766, 32767, 32768, 32769, 32770, 32771, 32772, 32773, 65533, 65534, 65535, 65536, 65537

[Relation]
-- this section is optional
-- general format Rx : (p1, p2, ..., pk, Strength)

[Constraint]
-- this section is also optional
Record_data!=2*Record_length
Record_data%2!=0

[Test Set]
-- set existing test set for extend mode. this is also optional
-- * represents don't-care value
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
67,255,65519,65519,65472,4101
20,65,65520,65520,33,4101
2,61,65521,65521,32767,4101
126,63,65527,65527,123,4101
69,20,65528,65528,8191,4101
127,62,65529,65529,65521,4101
123,59,65530,65530,122,4101
126,60,65531,65531,65505,4101
37,66,65532,65532,117,4101
3,27,65533,65533,65534,4101
12,21,65534,65534,2047,4101
28,21,65535,65535,2047,4101
127,30,0,0,4097,8187
129,254,1,1,8192,8187
130,14,2,2,32768,8187
7,18,3,3,65473,8187
8,34,4,4,65521,8187
21,130,5,5,65530,8187
27,132,7,7,16,8187
29,20,8,8,123,8187
30,63,9,9,124,8187
31,255,15,15,127,8187
33,0,16,16,128,8187
34,127,17,17,8193,8187
35,129,31,31,16384,8187
36,131,32,32,65471,8187
37,251,33,33,17,8187
59,252,63,63,513,8187
61,28,64,64,1024,8187
63,1,65,65,16385,8187
64,4,127,127,65472,8187
65,32,128,128,129,8187
69,10,129,129,65528,8187
124,9,255,255,0,8187
125,133,256,256,5,8187
126,64,257,257,7,8187
128,8,511,511,1025,8187
251,12,512,512,31,8187
252,16,513,513,64,8187
255,17,1023,1023,65531,8187
68,61,1024,1024,1,8187
0,67,1025,1025,3,8187
1,66,2047,2047,4,8187
3,15,2048,2048,33,8187
5,3,2049,2049,117,8187
6,19,4095,4095,65504,8187
9,31,4096,4096,65,8187
10,33,4097,4097,116,8187
12,35,8191,8191,118,8187
13,62,8192,8192,8191,8187
14,68,8193,8193,65503,8187
16,5,9993,9993,65519,8187
17,30,9994,9994,65529,8187
18,7,9995,9995,65533,8187
62,11,9996,9996,122,8187
66,13,9997,9997,126,8187
67,27,9998,9998,65527,8187
7,32,9999,9999,65528,8187
11,130,10000,10000,65520,8187
15,253,10001,10001,8,8187
19,59,10002,10002,2049,8187
20,67,10003,10003,65532,8187
28,69,10004,10004,257,8187
32,6,16383,16383,1023,8187
123,123,16384,16384,2048,8187
125,124,16385,16385,32769,8187
132,126,32767,32767,256,8187
133,128,32768,32768,4096,8187
253,2,32769,32769,15,8187
254,127,65471,65471,125,8187
2,11,65472,65472,511,8187
4,29,65473,65473,63,8187
31,36,65503,65503,32,8187
60,132,65504,65504,120,8187
131,15,65505,65505,255,8187
5,37,65519,65519,4095,8187
5,60,65520,65520,16383,8187
17,65,65521,65521,65535,8187
126,125,65527,65527,119,8187
2,31,65528,65528,121,8187
130,9,65529,65529,512,8187
2,21,65530,65530,65505,8187
124,37,65531,65531,2,8187
132,254,65532,65532,9,8187
15,1,65533,65533,65,8187
20,251,65534,65534,65534,8187
61,129,65535,65535,129,8187
8,14,0,0,65505,8189
21,131,1,1,65534,8189
127,18,2,2,123,8189
129,19,3,3,124,8189
130,65,4,4,4096,8189
251,129,5,5,65471,8189
252,130,7,7,65473,8189
255,63,8,8,65530,8189
0,64,9,9,65533,8189
1,251,15,15,9,8189
3,9,16,16,15,8189
5,10,17,17,16,8189
6,12,31,31,32768,8189
7,17,32,32,65521,8189
9,34,33,33,7,8189
10,252,63,63,8,8189
12,254,64,64,17,8189
13,28,65,65,33,8189
14,3,127,127,8193,8189
16,5,128,128,32767,8189
17,27,129,129,65527,8189
27,29,255,255,1,8189
29,30,256,256,32,8189
30,33,257,257,4097,8189
33,0,511,511,65531,8189
34,4,512,512,0,8189
35,133,513,513,1023,8189
36,8,1023,1023,31,8189
69,13,1024,1024,64,8189
124,126,1025,1025,116,8189
128,127,2047,2047,117,8189
37,128,2048,2048,65528,8189
59,14,2049,2049,65529,8189
61,15,4095,4095,2,8189
63,16,4096,4096,16383,8189
64,20,4097,4097,5,8189
65,31,8191,8191,125,8189
126,32,8192,8192,513,8189
132,132,8193,8193,65520,8189
133,253,9993,9993,65,8189
253,2,9994,9994,121,8189
254,6,9995,9995,122,8189
2,7,9996,9996,255,8189
4,35,9997,9997,65519,8189
11,61,9998,9998,126,8189
15,62,9999,9999,127,8189
62,67,10000,10000,129,8189
66,68,10001,10001,512,8189
67,69,10002,10002,1025,8189
69,123,10003,10003,257,8189
123,124,10004,10004,2048,8189
125,17,16383,16383,63,8189
9,66,16384,16384,119,8189
18,125,16385,16385,8192,8189
19,255,32767,32767,65504,8189
20,33,32768,32768,256,8189
28,14,32769,32769,2049,8189
31,36,65471,65471,65503,8189
32,129,65472,65472,3,8189
34,1,65473,65473,4,8189
60,11,65503,65503,128,8189
68,59,65504,65504,1024,8189
131,60,65505,65505,32769,8189
254,124,65519,65519,8191,8189
130,27,65520,65520,16384,8189
60,37,65521,65521,4095,8189
16,254,65527,65527,16385,8189
131,21,65528,65528,120,8189
68,36,65529,65529,511,8189
19,253,65530,65530,65472,8189
252,6,65531,65531,118,8189
32,16,65532,65532,65532,8189
33,17,65533,65533,65535,8189
3,7,65534,65534,63,8189
126,33,65535,65535,120,8189
8,18,0,0,2047,8191
21,37,1,1,16385,8191
127,64,2,2,65530,8191
129,130,3,3,0,8191
130,251,4,4,4097,8191
251,252,5,5,65473,8191
252,0,7,7,65520,8191
255,4,8,8,65532,8191
0,8,9,9,2,8191
1,10,15,15,117,8191
3,63,16,16,256,8191
5,35,17,17,32769,8191
6,12,31,31,4,8191
7,19,32,32,16,8191
10,30,33,33,116,8191
12,31,63,63,127,8191
13,32,64,64,16383,8191
14,33,65,65,65535,8191
16,34,127,127,8,8191
17,20,128,128,15,8191
27,28,129,129,17,8191
29,61,255,255,123,8191
30,62,256,256,124,8191
33,66,257,257,65529,8191
35,67,511,511,65471,8191
36,14,512,512,1,8191
37,5,513,513,9,8191
59,6,1023,1023,129,8191
61,16,1024,1024,8191,8191
63,17,1025,1025,65472,8191
64,129,2047,2047,31,8191
65,131,2048,2048,118,8191
124,132,2049,2049,122,8191
126,133,4095,4095,65505,8191
128,253,4096,4096,65519,8191
132,254,4097,4097,65528,8191
133,2,8191,8191,32,8191
253,3,8192,8192,33,8191
254,7,8193,8193,64,8191
2,9,9993,9993,121,8191
4,13,9994,9994,513,8191
9,15,9995,9995,1023,8191
131,19,9996,9996,32768,8191
11,68,9997,9997,511,8191
15,69,9998,9998,65504,8191
18,123,9999,9999,65521,8191
19,126,10000,10000,65527,8191
20,127,10001,10001,65533,8191
28,128,10002,10002,7,8191
31,255,10003,10003,65,8191
32,1,10004,10004,4096,8191
34,11,16383,16383,8192,8191
62,27,16384,16384,128,8191
66,29,16385,16385,1025,8191
67,35,32767,32767,126,8191
69,59,32768,32768,8193,8191
123,60,32769,32769,16384,8191
125,65,65471,65471,257,8191
60,66,65472,65472,1024,8191
62,68,65473,65473,65503,8191
68,124,65503,65503,65531,8191
30,125,65504,65504,3,8191
18,21,65505,65505,5,8191
10,28,65519,65519,125,8191
127,36,65520,65520,2049,8191
253,128,65521,65521,32767,8191
36,253,65527,65527,65534,8191
64,60,65528,65528,63,8191
254,125,65529,65529,119,8191
18,64,65530,65530,120,8191
131,17,65531,65531,512,8191
11,31,65532,65532,2048,8191
0,17,65533,65533,4095,8191
68,251,65534,65534,8191,8191
66,7,65535,65535,32768,8191
21,18,0,0,17,8193
127,30,1,1,122,8193
129,64,2,2,2047,8193
8,130,3,3,16383,8193
12,37,4,4,65527,8193
13,251,5,5,511,8193
14,252,7,7,2048,8193
16,0,8,8,8193,8193
17,4,9,9,5,8193
27,8,15,15,123,8193
29,10,16,16,1025,8193
30,12,17,17,65532,8193
33,13,31,31,2,8193
35,14,32,32,3,8193
36,15,33,33,9,8193
37,16,63,63,15,8193
59,17,64,64,255,8193
61,19,65,65,512,8193
63,20,127,127,32767,8193
64,35,128,128,65519,8193
65,61,129,129,8,8193
124,62,255,255,4097,8193
126,67,256,256,65472,8193
128,69,257,257,65531,8193
130,123,511,511,4,8193
251,131,512,512,32,8193
252,34,513,513,16,8193
255,126,1023,1023,1024,8193
0,5,1024,1024,117,8193
1,6,1025,1025,65503,8193
3,254,2047,2047,65530,8193
5,2,2048,2048,65535,8193
6,3,2049,2049,0,8193
7,7,4095,4095,1,8193
9,9,4096,4096,31,8193
10,31,4097,4097,33,8193
11,32,8191,8191,126,8193
15,33,8192,8192,65473,8193
18,127,8193,8193,65528,8193
19,129,9993,9993,116,8193
20,132,9994,9994,124,8193
28,27,9995,9995,119,8193
31,133,9996,9996,125,8193
32,253,9997,9997,256,8193
34,255,9998,9998,129,8193
66,4,9999,9999,513,8193
67,11,10000,10000,4096,8193
69,10,10001,10001,65505,8193
123,28,10002,10002,65,8193
125,29,10003,10003,1023,8193
132,59,10004,10004,8192,8193
133,63,16383,16383,65529,8193
253,65,16384,16384,65504,8193
254,66,16385,16385,121,8193
2,68,32767,32767,127,8193
4,124,32768,32768,65520,8193
128,128,32769,32769,32769,8193
131,1,65471,65471,65471,8193
60,123,65472,65472,65521,8193
62,10,65473,65473,7,8193
68,21,65503,65503,64,8193
59,36,65504,65504,128,8193
253,60,65505,65505,257,8193
128,126,65519,65519,16384,8193
124,125,65520,65520,16385,8193
12,124,65521,65521,65533,8193
128,69,65527,65527,32768,8193
21,124,65528,65528,126,8193
1,3,65529,65529,118,8193
66,63,65530,65530,2049,8193
127,133,65531,65531,120,8193
252,69,65532,65532,65534,8193
253,68,65533,65533,8191,8193
124,130,65534,65534,65472,8193
252,124,65535,65535,65530,8193
127,18,0,0,17,8195
129,30,1,1,1023,8195
8,64,2,2,31,8195
21,130,3,3,65527,8195
27,251,4,4,65532,8195
29,252,5,5,2048,8195
30,0,7,7,122,8195
33,5,8,8,125,8195
35,8,9,9,126,8195
36,12,15,15,255,8195
37,13,16,16,511,8195
59,14,17,17,0,8195
61,15,31,31,8,8195
63,16,32,32,9,8195
64,17,33,33,129,8195
65,19,63,63,8193,8195
124,20,64,64,65473,8195
126,31,65,65,65520,8195
130,32,127,127,16,8195
251,33,128,128,32,8195
252,34,129,129,63,8195
255,10,255,255,32767,8195
0,61,256,256,15,8195
1,62,257,257,65534,8195
3,67,511,511,65535,8195
5,69,512,512,65529,8195
6,127,513,513,65531,8195
7,129,1023,1023,65533,8195
12,131,1024,1024,118,8195
13,4,1025,1025,65528,8195
14,6,2047,2047,116,8195
16,7,2048,2048,117,8195
17,9,2049,2049,8192,8195
18,132,4095,4095,16385,8195
19,133,4096,4096,65505,8195
20,254,4097,4097,119,8195
28,1,8191,8191,128,8195
31,2,8192,8192,65521,8195
32,3,8193,8193,2,8195
34,11,9993,9993,33,8195
66,27,9994,9994,4097,8195
10,28,9995,9995,65519,8195
11,29,9996,9996,64,8195
15,35,9997,9997,16384,8195
67,59,9998,9998,5,8195
69,65,9999,9999,512,8195
123,66,10000,10000,1024,8195
125,68,10001,10001,1025,8195
128,123,10002,10002,127,8195
132,126,10003,10003,256,8195
133,128,10004,10004,513,8195
251,253,16383,16383,123,8195
253,255,16384,16384,124,8195
254,17,16385,16385,257,8195
2,62,32767,32767,2047,8195
4,133,32768,32768,2049,8195
9,21,32769,32769,1,8195
60,36,65471,65471,65,8195
62,37,65472,65472,32769,8195
68,60,65473,65473,121,8195
131,63,65503,65503,65471,8195
255,125,65504,65504,65504,8195
132,124,65505,65505,32768,8195
32,7,65519,65519,65503,8195
130,253,65520,65520,7,8195
127,69,65521,65521,3,8195
10,5,65527,65527,4,8195
254,1,65528,65528,16385,8195
63,63,65529,65529,120,8195
6,1,65530,65530,4095,8195
35,130,65531,65531,16383,8195
130,14,65532,65532,4096,8195
129,30,65533,65533,65472,8195
125,123,65534,65534,65519,8195
4,2,65535,65535,65530,8195
8,18,0,0,17,8197
21,30,1,1,31,8197
127,64,2,2,32,8197
129,130,3,3,33,8197
130,251,4,4,65534,8197
252,252,5,5,65535,8197
255,0,7,7,127,8197
0,8,8,8,1,8197
1,12,9,9,2,8197
3,13,15,15,32769,8197
5,14,16,16,65505,8197
6,15,17,17,63,8197
7,16,31,31,65520,8197
12,19,32,32,65521,8197
13,20,33,33,4097,8197
14,31,63,63,65473,8197
16,32,64,64,65503,8197
17,33,65,65,15,8197
27,34,127,127,16,8197
29,61,128,128,2049,8197
30,67,129,129,4095,8197
33,69,255,255,4,8197
35,127,256,256,64,8197
36,129,257,257,65,8197
37,131,511,511,116,8197
59,132,512,512,9,8197
61,254,513,513,117,8197
63,2,1023,1023,65529,8197
64,3,1024,1024,65531,8197
65,4,1025,1025,7,8197
124,5,2047,2047,2048,8197
126,6,2048,2048,16383,8197
128,7,2049,2049,16384,8197
132,9,4095,4095,65533,8197
133,10,4096,4096,3,8197
251,11,4097,4097,122,8197
253,17,8191,8191,512,8197
254,27,8192,8192,65527,8197
2,28,8193,8193,118,8197
4,29,9993,9993,125,8197
9,35,9994,9994,65472,8197
10,59,9995,9995,5,8197
11,62,9996,9996,1023,8197
15,65,9997,9997,32767,8197
18,66,9998,9998,257,8197
19,68,9999,9999,2047,8197
20,123,10000,10000,65471,8197
28,126,10001,10001,119,8197
31,128,10002,10002,256,8197
32,133,10003,10003,65528,8197
34,253,10004,10004,65532,8197
35,255,16383,16383,65530,8197
66,1,16384,16384,4096,8197
67,127,16385,16385,129,8197
69,21,32767,32767,1024,8197
123,36,32768,32768,1025,8197
125,37,32769,32769,8193,8197
131,60,65471,65471,124,8197
60,63,65472,65472,8191,8197
62,66,65473,65473,8192,8197
68,125,65503,65503,65504,8197
131,255,65504,65504,17,8197
35,124,65505,65505,513,8197
127,132,65519,65519,0,8197
9,5,65520,65520,126,8197
1,10,65521,65521,121,8197
5,2,65527,65527,123,8197
60,65,65528,65528,8,8197
63,11,65529,65529,16385,8197
11,28,65530,65530,128,8197
63,254,65531,65531,32768,8197
62,11,65532,65532,255,8197
61,67,65533,65533,65519,8197
125,13,65534,65534,511,8197
132,17,65535,65535,512,8197
127,18,0,0,31,16379
129,30,1,1,32,16379
8,64,2,2,33,16379
21,130,3,3,63,16379
27,251,4,4,64,16379
29,252,5,5,65,16379
30,0,7,7,65527,16379
33,8,8,8,65534,16379
36,12,9,9,65535,16379
37,13,15,15,0,16379
59,14,16,16,5,16379
61,15,17,17,122,16379
63,16,31,31,65530,16379
64,19,32,32,65531,16379
65,20,33,33,32767,16379
124,31,63,63,65533,16379
126,32,64,64,4,16379
130,33,65,65,2,16379
252,34,127,127,65505,16379
255,61,128,128,65521,16379
0,67,129,129,8193,16379
1,69,255,255,7,16379
3,129,256,256,8191,16379
5,131,257,257,8192,16379
6,132,511,511,16383,16379
7,254,512,512,16384,16379
12,2,513,513,32769,16379
13,3,1023,1023,65503,16379
14,4,1024,1024,15,16379
16,5,1025,1025,16,16379
17,6,2047,2047,17,16379
18,7,2048,2048,16385,16379
19,9,2049,2049,65504,16379
20,0,4095,4095,123,16379
28,1,4096,4096,1025,16379
31,10,4097,4097,65529,16379
32,11,8191,8191,4095,16379
34,17,8192,8192,1,16379
35,27,8193,8193,117,16379
66,28,9993,9993,127,16379
67,29,9994,9994,128,16379
69,35,9995,9995,120,16379
123,59,9996,9996,2047,16379
125,62,9997,9997,255,16379
128,65,9998,9998,65473,16379
132,68,9999,9999,65532,16379
133,123,10000,10000,118,16379
11,126,10001,10001,2049,16379
15,127,10002,10002,4097,16379
59,128,10003,10003,65471,16379
251,129,10004,10004,65528,16379
253,133,16383,16383,9,16379
254,253,16384,16384,116,16379
1,255,16385,16385,513,16379
2,21,32767,32767,1023,16379
4,36,32768,32768,1024,16379
9,37,32769,32769,8,16379
10,60,65471,65471,511,16379
60,63,65472,65472,65472,16379
62,66,65473,65473,65520,16379
68,125,65503,65503,32768,16379
131,124,65504,65504,2048,16379
64,18,65505,65505,4096,16379
16,64,65519,65519,3,16379
20,15,65520,65520,31,16379
61,124,65521,65521,124,16379
127,34,65527,65527,125,16379
61,61,65528,65528,129,16379
132,10,65529,65529,256,16379
67,125,65530,65530,121,16379
18,131,65531,65531,119,16379
64,21,65532,65532,126,16379
7,128,65533,65533,257,16379
65,36,65534,65534,512,16379
68,1,65535,65535,1025,16379
8,18,0,0,2047,16381
21,30,1,1,2048,16381
127,64,2,2,2049,16381
129,130,3,3,4095,16381
130,251,4,4,4096,16381
252,252,5,5,4097,16381
255,8,7,7,8191,16381
0,12,8,8,65535,16381
3,13,9,9,0,16381
5,14,15,15,1,16381
6,15,16,16,65519,16381
7,16,17,17,65520,16381
12,19,31,31,65521,16381
13,20,32,32,65527,16381
14,31,33,33,65471,16381
16,32,63,63,255,16381
17,33,64,64,256,16381
27,34,65,65,511,16381
29,61,127,127,513,16381
30,67,128,128,8192,16381
33,69,129,129,32767,16381
36,131,255,255,17,16381
37,132,256,256,65532,16381
61,254,257,257,4,16381
63,0,511,511,5,16381
64,2,512,512,63,16381
65,3,513,513,32,16381
124,4,1023,1023,33,16381
126,5,1024,1024,64,16381
128,6,1025,1025,65,16381
132,7,2047,2047,8193,16381
133,9,2048,2048,16383,16381
251,251,2049,2049,2,16381
253,253,4095,4095,7,16381
254,1,4096,4096,8,16381
1,10,4097,4097,31,16381
2,11,8191,8191,15,16381
4,17,8192,8192,16,16381
9,27,8193,8193,119,16381
10,28,9993,9993,1023,16381
11,29,9994,9994,1024,16381
15,35,9995,9995,121,16381
18,59,9996,9996,257,16381
19,62,9997,9997,16384,16381
20,65,9998,9998,32769,16381
28,68,9999,9999,65503,16381
31,123,10000,10000,65504,16381
32,126,10001,10001,9,16381
34,127,10002,10002,120,16381
35,128,10003,10003,122,16381
59,129,10004,10004,65529,16381
66,133,16383,16383,65531,16381
67,61,16384,16384,65528,16381
69,63,16385,16385,65533,16381
123,66,32767,32767,65534,16381
125,125,32768,32768,3,16381
131,255,32769,32769,116,16381
60,21,65471,65471,128,16381
62,36,65472,65472,117,16381
68,37,65473,65473,127,16381
19,60,65503,65503,65530,16381
17,124,65504,65504,126,16381
21,254,65505,65505,65473,16381
67,4,65519,65519,65505,16381
28,128,65520,65520,65472,16381
37,20,65521,65521,118,16381
13,12,65527,65527,123,16381
251,13,65528,65528,124,16381
11,13,65529,65529,125,16381
2,20,65530,65530,129,16381
60,133,65531,65531,512,16381
254,251,65532,65532,1023,16381
2,9,65533,65533,1025,16381
8,18,65534,65534,16385,16381
35,20,65535,65535,32768,16381
21,18,0,0,32769,16383
127,30,1,1,65471,16383
129,64,2,2,65473,16383
8,130,3,3,65503,16383
12,252,4,4,65504,16383
13,8,5,5,65505,16383
14,12,7,7,65519,16383
16,13,8,8,65520,16383
17,14,9,9,65521,16383
27,15,15,15,65527,16383
29,16,16,16,65530,16383
30,19,17,17,65531,16383
33,20,31,31,65532,16383
36,31,32,32,65533,16383
37,32,33,33,65534,16383
61,33,63,63,65535,16383
63,34,64,64,0,16383
64,67,65,65,1,16383
65,69,127,127,2,16383
124,131,128,128,3,16383
126,132,129,129,5,16383
130,251,255,255,2048,16383
252,254,256,256,2049,16383
255,0,257,257,4095,16383
0,2,511,511,4096,16383
3,3,512,512,4097,16383
5,4,513,513,8191,16383
6,5,1023,1023,63,16383
7,6,1024,1024,64,16383
9,7,1025,1025,17,16383
10,9,2047,2047,15,16383
11,252,2048,2048,16,16383
15,253,2049,2049,118,16383
18,1,4095,4095,33,16383
20,10,4096,4096,16384,16383
28,11,4097,4097,117,16383
30,17,8191,8191,119,16383
31,27,8192,8192,7,16383
32,28,8193,8193,65,16383
34,29,9993,9993,256,16383
35,35,9994,9994,4,16383
59,59,9995,9995,65472,16383
66,61,9996,9996,16383,16383
67,62,9997,9997,32767,16383
69,65,9998,9998,65528,16383
123,68,9999,9999,128,16383
125,123,10000,10000,511,16383
128,126,10001,10001,123,16383
132,127,10002,10002,8192,16383
133,128,10003,10003,8193,16383
251,129,10004,10004,65529,16383
253,133,16383,16383,31,16383
254,255,16384,16384,2047,16383
1,21,16385,16385,8,16383
2,36,32767,32767,9,16383
4,37,32768,32768,122,16383
19,60,32769,32769,124,16383
60,63,65471,65471,1023,16383
62,66,65472,65472,1024,16383
68,125,65473,65473,32,16383
131,124,65503,65503,116,16383
16,132,65504,65504,120,16383
27,133,65505,65505,1025,16383
14,68,65519,65519,127,16383
127,9,65520,65520,129,16383
2,65,65521,65521,255,16383
60,251,65527,65527,513,16383
129,13,65528,65528,121,16383
20,63,65529,65529,125,16383
10,37,65530,65530,126,16383
12,10,65531,65531,128,16383
3,60,65532,65532,257,16383
2,20,65533,65533,512,16383
125,12,65534,65534,513,16383
124,124,65535,65535,16385,16383
8,18,0,0,32767,16385
21,30,1,1,32768,16385
127,64,2,2,32769,16385
129,130,3,3,65471,16385
130,8,4,4,65473,16385
252,12,5,5,65503,16385
255,13,7,7,65504,16385
0,14,8,8,65505,16385
3,15,9,9,65519,16385
5,16,15,15,65520,16385
6,19,16,16,16385,16385
7,20,17,17,65521,16385
12,31,31,31,65527,16385
13,32,32,32,65528,16385
14,33,33,33,65529,16385
16,34,63,63,65531,16385
17,67,64,64,65532,16385
27,69,65,65,65533,16385
29,131,127,127,65534,16385
33,132,128,128,65535,16385
36,251,129,129,0,16385
37,252,255,255,1,16385
61,254,256,256,2,16385
63,0,257,257,3,16385
64,2,511,511,4,16385
65,3,512,512,5,16385
124,4,513,513,7,16385
126,5,1023,1023,8,16385
128,6,1024,1024,9,16385
132,7,1025,1025,15,16385
133,9,2047,2047,16,16385
251,10,2048,2048,17,16385
30,11,2049,2049,129,16385
31,17,4095,4095,255,16385
32,19,4096,4096,32,16385
34,27,4097,4097,123,16385
35,28,8191,8191,124,16385
59,29,8192,8192,31,16385
65,35,8193,8193,120,16385
66,59,9993,9993,121,16385
67,61,9994,9994,122,16385
69,62,9995,9995,125,16385
123,65,9996,9996,127,16385
125,68,9997,9997,256,16385
253,123,9998,9998,33,16385
254,126,9999,9999,63,16385
1,127,10000,10000,257,16385
2,128,10001,10001,8191,16385
4,129,10002,10002,1023,16385
9,133,10003,10003,1024,16385
10,253,10004,10004,2047,16385
11,1,16383,16383,2048,16385
15,21,16384,16384,4095,16385
18,36,16385,16385,4096,16385
20,37,32767,32767,16383,16385
28,60,32768,32768,16384,16385
60,63,32769,32769,513,16385
62,66,65471,65471,2049,16385
68,125,65472,65472,8192,16385
131,255,65473,65473,8193,16385
19,124,65503,65503,64,16385
132,59,65504,65504,117,16385
127,17,65505,65505,4097,16385
0,125,65519,65519,65,16385
2,5,65520,65520,116,16385
31,65,65521,65521,118,16385
3,131,65527,65527,119,16385
17,129,65528,65528,511,16385
61,60,65529,65529,512,16385
62,14,65530,65530,1025,16385
8,34,65531,65531,16384,16385
8,33,65532,65532,65472,16385
251,16,65533,65533,65530,16385
6,32,65534,65534,126,16385
29,4,65535,65535,128,16385
21,18,0,0,129,16387
127,30,1,1,255,16387
129,64,2,2,256,16387
8,130,3,3,511,16387
12,8,4,4,1024,16387
13,12,5,5,2047,16387
14,13,7,7,2048,16387
16,14,8,8,2049,16387
17,15,9,9,4095,16387
27,16,15,15,4096,16387
29,20,16,16,4097,16387
33,31,17,17,8191,16387
36,32,31,31,8192,16387
37,33,32,32,8193,16387
61,34,33,33,65473,16387
63,67,63,63,65503,16387
64,69,64,64,65519,16387
124,131,65,65,65520,16387
126,132,127,127,65521,16387
130,251,128,128,65527,16387
252,252,129,129,16385,16387
255,254,255,255,32767,16387
0,0,256,256,32768,16387
3,2,257,257,65535,16387
5,3,511,511,0,16387
6,4,512,512,1,16387
7,5,513,513,2,16387
9,6,1023,1023,3,16387
10,7,1024,1024,4,16387
11,9,1025,1025,5,16387
15,10,2047,2047,65531,16387
18,11,2048,2048,65532,16387
20,17,2049,2049,65533,16387
28,19,4095,4095,16,16387
30,27,4096,4096,63,16387
31,28,4097,4097,125,16387
32,29,8191,8191,127,16387
34,35,8192,8192,8,16387
35,59,8193,8193,9,16387
59,61,9993,9993,32,16387
65,62,9994,9994,33,16387
66,65,9995,9995,64,16387
67,68,9996,9996,17,16387
69,123,9997,9997,31,16387
123,126,9998,9998,65,16387
124,127,9999,9999,65505,16387
125,128,10000,10000,65528,16387
